family	coverage
grs	0.0338983050847
galpha	0.0344827586207
NiFeSe_Hases	0.0350877192982
tubulin	0.037037037037
arrestin_NC	0.037037037037
ghf14	0.0384615384615
dpo1	0.0384615384615
cyto	0.0384615384615
aakinase	0.04
oat	0.0416666666667
CODH	0.0434782608696
ENTH	0.0434782608696
Glu_syn_central	0.0444444444444
tln	0.0444444444444
igvar-l	0.0454545454545
FAD-oxidase_NC	0.0454545454545
Band_41_NME	0.047619047619
PA_phosphatase	0.047619047619
tim	0.0487804878049
bac_lipase	0.05
trfl	0.05
DNA_gyraseB_N2	0.05
MYSc	0.05
Adenylsucc_synt	0.0508474576271
Peptidase_M27	0.0526315789474
Peptidase_M10A	0.0526315789474
Cohesin	0.0555555555556
NO_synthase	0.0555555555556
gpr	0.0555555555556
Topoisomerase_I	0.0555555555556
CytoC_RC	0.0555555555556
Glyco_hydro_48	0.0555555555556
Glyco_hydro_47	0.0555555555556
dhfr	0.0555555555556
RRF	0.0555555555556
NTP_transf_2_N2	0.0571428571429
lyase_1	0.0571428571429
molybdopterin	0.0581395348837
mle	0.0588235294118
ETF_alpha	0.0588235294118
malt_amylase_NC	0.0588235294118
Seedstore_7s	0.0588235294118
CBM_20	0.0588235294118
NTP_transf_2	0.0606060606061
KSI	0.0625
sugbp	0.0625
Amidinotransferase	0.0625
serpin	0.0625
tms	0.0625
BChl_A	0.0645161290323
Fe-ADH	0.0645161290323
LuxS	0.0666666666667
MCR_beta_N	0.0666666666667
Peptidase_C2	0.0666666666667
DNA_pol_B_exo	0.0666666666667
AAA	0.0666666666667
p450	0.0666666666667
gag_p17	0.0666666666667
cbp	0.0666666666667
pentraxin	0.0666666666667
S-AdoMet_syntD2	0.0666666666667
mofe	0.0681818181818
xia	0.0694444444444
phs	0.0697674418605
PGM_PMM_NC	0.0714285714286
tRNA-synt_1d_C	0.0714285714286
RuvA	0.0714285714286
psaA_psaB	0.0714285714286
Bac_rhodopsin	0.0714285714286
ngf	0.0714285714286
MCR_beta_NC	0.0714285714286
aminotran_5	0.0714285714286
MHC_II_beta_NC	0.0714285714286
Hpr_kinase	0.0714285714286
COX1	0.0740740740741
THAUMATIN	0.0769230769231
CPSase_L_chain	0.0769230769231
E2_C	0.0769230769231
FAD_binding_5	0.0769230769231
dutpase	0.0769230769231
hsp90	0.08
Terpene_synth_NC	0.0810810810811
Transaldolase	0.0810810810811
TGT	0.0833333333333
Pertussis_S2S3_NC	0.0833333333333
PAS	0.0833333333333
ribokinase	0.0833333333333
arrestin	0.0833333333333
Dehydratase_MU	0.0869565217391
IFN-gamma	0.0909090909091
MHC_II_C	0.0909090909091
slectin	0.0909090909091
UcrQ	0.0909090909091
CUB	0.0909090909091
urease	0.0961538461538
PEP-utilizers_NC	0.0983606557377
Endonuclease_3	0.1
PABP	0.1
hemopexin	0.1
gdh	0.1
OTCace	0.1
PGM_PMM_III	0.1
DHDPS	0.105263157895
AFOR	0.111111111111
Trypan_glycop	0.111111111111
E1_dehydrog	0.111111111111
mdd	0.111111111111
mmp	0.111111111111
PAP2	0.111111111111
citrate_synt	0.111111111111
glob	0.111111111111
rhv	0.111111111111
PEPCK_ATP	0.111111111111
MATH	0.111111111111
gln-synt	0.115384615385
RNase_HII	0.125
HATPase_c	0.125
CYCc	0.125
SNAP-25	0.125
TIMP	0.125
Lipoprotein_4	0.125
transketolase_C	0.125
GroEL	0.125
Lum_binding	0.125
Terpene_synth_N	0.125
Orn_DAP_Arg_deC	0.125
sigma54	0.125
phosphotriesterase	0.125
piplc	0.125
PEP-utilizers_C	0.131578947368
Nitrophorin	0.133333333333
sodcu	0.133333333333
COX3	0.136363636364
chorismate_bind	0.138461538462
MCR_alpha_NC	0.138888888889
nir	0.138888888889
thymid_phosphorylase	0.139534883721
RNA_pol_A_bac	0.142857142857
DNA_pol_B	0.142857142857
Antifreeze	0.142857142857
Spermine_synth	0.142857142857
GTP_cyclohydroI	0.142857142857
HPPK	0.142857142857
Extradiol_dioxy	0.142857142857
Pyridox_oxidase	0.142857142857
Pertussis_S2S3_N	0.142857142857
ALBUMIN	0.153846153846
ins	0.153846153846
Sulfatase	0.157894736842
annexin	0.162790697674
Fz	0.166666666667
Peptidase_S11	0.166666666667
taf	0.166666666667
KAS	0.166666666667
reductases	0.166666666667
ku	0.166666666667
Kchannel	0.166666666667
Ribosomal_S15	0.166666666667
Cu_bind_like	0.166666666667
PGAM	0.166666666667
ldh	0.166666666667
FAD_binding	0.166666666667
Nitroreductase	0.166666666667
ghf17	0.172413793103
PPDK_N_term	0.178571428571
Transglut_core	0.181818181818
CCP_MauG_C	0.181818181818
pdc	0.181818181818
FYVE	0.181818181818
Peptidase_A6	0.186046511628
Peptidase_C15	0.190476190476
porin	0.192307692308
cytochr_c552	0.19298245614
Bacterial_PQQ	0.196428571429
PGM_PMM	0.2
Glyco_hydro_20	0.2
cah	0.2
CDC48	0.2
Epimerase	0.2
il10	0.2
GerE	0.2
Orbi_VP7	0.2
Fe_hyd_SSU	0.2
GATase_2	0.2
DnaJ	0.2
CoA_trans	0.2
GFO_IDH_MocA_NC	0.2
Asn_synthase_NC	0.2
ptpase	0.205128205128
adh	0.205128205128
PARP	0.210526315789
flav	0.214285714286
cytb	0.214285714286
AhpC-TSA	0.214285714286
prc	0.21686746988
ppase	0.217391304348
Hydrolase	0.222222222222
aspg	0.222222222222
EFG_C	0.222222222222
tRNA-synt_2b	0.227272727273
EPSP_syntase	0.230769230769
SKI	0.230769230769
kinase	0.233333333333
bac_luciferase	0.233333333333
Pept_C1-like	0.235294117647
CAT_RBD	0.25
DUF101	0.25
Peptidase_M17_N	0.25
Topoisom_bac	0.25
Colicin_Pyocin	0.25
Lipase_3	0.255813953488
transcript_fac2	0.263157894737
Terpene_synth_C	0.269230769231
S-AdoMet_synt_NC	0.27027027027
Bacteriofer	0.275862068966
hemery	0.285714285714
DNA_gyraseB	0.285714285714
alk_phosphatase	0.285714285714
Heme_oxygenase	0.285714285714
oxidored_FMN	0.285714285714
ADF	0.285714285714
oxidored_q6	0.288888888889
DMRL_synthase	0.294117647059
blm	0.3
A2M_A	0.3
malic_C	0.307692307692
enolase	0.315068493151
peroxidase	0.321428571429
Topoisomerase_I_core	0.333333333333
eIF-1a	0.333333333333
egf	0.333333333333
P-II	0.333333333333
Fapy_DNA_glyco	0.333333333333
HMA	0.333333333333
cyt5	0.333333333333
EF_TS	0.333333333333
ligase-CoA	0.333333333333
fkbp	0.333333333333
inositol_P	0.333333333333
pili_assembly	0.333333333333
dCMP_cyt_deam	0.333333333333
GXGXG	0.342105263158
Glyco_hydro_19	0.344827586207
ace	0.346153846154
fbpase	0.35
rnase	0.375
Glyco_transf_28	0.375
cytprime	0.375
PotD	0.375
Beta_elim_lyase	0.390243902439
Ald_Xan_dh_1	0.391304347826
DHH	0.4
HTH_AraC	0.4
T-box	0.4
RGS	0.409090909091
Ribonuclease_P	0.411764705882
P53	0.428571428571
PARP_reg	0.428571428571
ricin	0.43137254902
RHD	0.444444444444
phc	0.444444444444
YgbB	0.444444444444
PNTB	0.45
XPG_C	0.454545454545
DHHA2	0.458333333333
Bac_globin	0.466666666667
parv	0.470588235294
UPF0044	0.470588235294
XPG_NC	0.478260869565
hom	0.5
Bet_v_I	0.5
Methyltransf_1	0.5
PBP_C2	0.5
cystatin	0.5
GSH_synthase	0.5
Frataxin_Cyay	0.5
rnh	0.5
FAD_binding_4	0.5
Egg_lysin	0.5
Integrase_Zn	0.5
6PF2K	0.510638297872
MAAL_C	0.514285714286
S-AdoMet_synt	0.521739130435
Glucosamine_iso	0.525
gpdh	0.526315789474
Orn_Arg_deC_N	0.527777777778
UPF0076	0.529411764706
az	0.53125
RuBisCO_large_NC	0.532608695652
Lipoprotein_6	0.533333333333
ghf11	0.53488372093
MAAL	0.53488372093
Peptidase_M17	0.538461538462
aabp	0.539682539683
cys	0.555555555556
Rop	0.555555555556
MAP1_LC3	0.566666666667
gtp	0.571428571429
Stap_Strp_toxin	0.575757575758
pro_aminopeptidase	0.576271186441
leukocidin	0.583333333333
ghf1	0.591836734694
sodfe	0.592592592593
DUF153	0.6
mdm2	0.6
spidertoxin	0.6
PAF-AH	0.604166666667
ETF_beta	0.605263157895
SRF-TF	0.615384615385
kringle	0.619047619048
Ribosomal_L1	0.622641509434
recA_C	0.625
S4	0.625
Ribosomal_S5_C	0.625
acyo	0.625
Tautomerase	0.636363636364
HTH_AraC_2	0.642857142857
S-AdoMet_syntD3	0.642857142857
TMV_coat	0.657142857143
tgfb	0.658536585366
DegT_DnrJ_EryC1	0.666666666667
Mu_DNA_bind	0.666666666667
SBP_bacterial_1	0.666666666667
PBP_C1	0.666666666667
tyrosinase	0.666666666667
TNF	0.666666666667
Apocytochrome_F	0.676056338028
RuBisCO_small	0.684210526316
Pertussis_S2S3	0.6875
XPG_NI	0.692307692308
aldose	0.696202531646
cytochrome_b	0.700934579439
alpha-amylase_C	0.703703703704
phycoerythr_ab	0.705882352941
ghf16	0.710144927536
Me-amine-deh_L	0.727272727273
MAAL_N	0.733333333333
UCR_TM	0.736842105263
MDH	0.75
sh2	0.75
rub	0.75
aminobp	0.752136752137
hla	0.753623188406
Jacalin	0.755102040816
phoslip	0.759259259259
TIG	0.769230769231
PEP-utilizers	0.769230769231
DNA_PPF	0.777777777778
7kD_DNA_binding	0.777777777778
profilin	0.781818181818
ltb	0.783783783784
Band_41_M	0.793103448276
Peptidase_C2_D2	0.8
rnasemam	0.8
IU_nuc_hydro	0.80487804878
Elicitin	0.805555555556
Arch_histone	0.806451612903
UBQ	0.818181818182
Ribosomal_L12	0.833333333333
cpa	0.834645669291
helicase_C	0.83606557377
Propep_M14	0.842105263158
PyrI_NC	0.846153846154
cyt3	0.848484848485
cryst	0.850574712644
subt	0.852631578947
MHC_II_N	0.854545454545
urease_gamma	0.857142857143
PyrI	0.857142857143
pou	0.857142857143
rvp	0.857142857143
acid_phosphat	0.858064516129
lamb	0.858108108108
NADHdh_2	0.859375
MCR_beta	0.86
lipase	0.86976744186
ltn	0.87074829932
B_lectin	0.875
Transpeptidase	0.881355932203
gluts	0.883116883117
MSP_domain	0.883333333333
csp	0.884615384615
Cyclodex_gly_tran	0.895604395604
alpha-amylase	0.898395721925
intb	0.9
igC1	0.904761904762
sermam	0.906040268456
thionin	0.909090909091
LMWPc	0.926829268293
Ribosomal_L11	0.928571428571
planttoxin	0.933333333333
NTP_transf_2_2	0.944444444444
ghf22	0.954545454545
igvar-h	0.967741935484
lacI	1.0
igC2	1.0
DISIN	1.0
Ribosomal_L5_NC	1.0
Uricase	1.0
Transglutamin_N	1.0
tryp_alpha_amyl	1.0
ghf6	1.0
CBS	1.0
SpoU_methylase_N	1.0
GLA	1.0
S1	1.0
Asp_Glu_race	1.0
Staphylokinase	1.0
Sm	1.0
Agglutinin	1.0
TBCA	1.0
Glyco_transf_8	1.0
biotin_lipoyl	1.0
LBP_BPI_CETP	1.0
toxin	1.0
Asp_Glu_race_D	1.0
seatoxin	1.0
VPR	1.0
Thr_dehydrat_C	1.0
SAICAR_synt	1.0
tRNA-synt_1d_N	1.0
LIM	1.0
RA	1.0
mutT	1.0
SAP	1.0
lh2	1.0
SUI1	1.0
GAF	1.0
FN2	1.0
tRNA-synt_1b	1.0
STAS	1.0
Rotamase	1.0
PKD	1.0
blmb	1.0
END	1.0
Glyco_hydro_2	1.0
MMOB	1.0
HSP20	1.0
e3	1.0
bowman	1.0
ANATO	1.0
ISP	1.0
cbm12	1.0
Glyco_hydro_20b	1.0
RhoGEF	1.0
DEFSN	1.0
hormone5	1.0
B	1.0
GFO_IDH_MocA	1.0
mthinb	1.0
sti	1.0
scorptoxin	1.0
pp-binding	1.0
prt	1.0
BIR	1.0
phero	1.0
Fork_head	1.0
DAP_epimerase	1.0
Arthro_defensin	1.0
WW	1.0
HMG_box	1.0
PAN	1.0
sh3	1.0
DUF170	1.0
thiored	1.0
ARID	1.0
Histidine_kinase	1.0
SRP54M	1.0
GLUCAGON	1.0
hip	1.0
BRCT	1.0
VAT-Nc	1.0
DNA_ligase_C	1.0
Alpha_adaptinC2	1.0
Chorismate_mut	1.0
alpha-amylase_NC	1.0
Activin_recp	1.0
ets	1.0
CIDE-N	1.0
pot	1.0
Yers_vir_YopE	1.0
CBD_6	1.0
Bac_DNA_binding	1.0
CBD_2	1.0
TNFR_c6	1.0
WHEP-TRS	1.0
C1	1.0
Ribosomal_L6_D	1.0
squash	1.0
neurotox	1.0
Ribosomal_L6	1.0
CopC	1.0
Desulfoferrodox	1.0
igps	1.0
mthina	1.0
Levi_coat	1.0
SAM_PNT	1.0
GFO_IDH_MocA_C	1.0
ribonuclease_T2	1.0
SpoU_methylase	1.0
Huristasin	1.0
zf-TAZ	1.0
UBX	1.0
Cyclotide	1.0
Mur_ligase_C	1.0
igcon	1.0
Cytidylyltransf	1.0
Glyco_hydro_18_D2	1.0
PDGF	1.0
Ribosomal_L18p	1.0
CAP_GLY	1.0
SCP	1.0
chromo	1.0
PBD	1.0
Fimbrial	1.0
GBP_PSP	1.0
TFIIS	1.0
Furin-like	1.0
Peptidase_S24	1.0
Phage_integrase	1.0
ACT	1.0
RING	1.0
IF4E	1.0
tRNA_bind	1.0
Fe_dep_repr_M	1.0
linker_histone	1.0
MIF4G	1.0
CcmE	1.0
Hint	1.0
UPF0033	1.0
igI	1.0
pilin	1.0
DSPc	1.0
PARATHYROID	1.0
Acetyltransf	1.0
