#	0	1	2	3	4	6	7	8	10	11	14	15	16	18	19	21	22	23	24	25	26	29	31	32	33	34	35	36	37	38	39	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	78	79	80	81	82	83	84	85	86	87	88	89	90	93	94	95	96	97	98	99
14	0	0	0	0	0	0	0	0	0	0	40	1	0	3	0	0	3	0	0	0	1	5	0	0	0	0	1	1	0	3	3	0	0	0	1	3	0	0	0	7	2	0	0	3	4	0	0	0	1	0	1	0	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	2	7	0	0	0	0	0	2	1	5	4	1	2	0	0	0	1
15	0	0	0	0	0	0	0	0	0	0	0	22	0	2	1	0	1	1	0	0	2	1	0	0	1	0	4	2	0	2	0	0	1	1	1	0	0	0	0	0	3	0	0	0	2	0	2	1	1	0	2	0	2	0	0	0	0	8	1	1	2	1	0	0	0	0	1	6	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
16	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0	0	0	0	0	0	0	436	2	1	20	7	4	0	7	21	1	0	2	0	25	3	0	15	3	1	4	29	3	25	0	0	2	9	13	1	1	12	7	1	9	4	13	0	22	0	53	0	6	0	0	44	12	7	21	9	0	14	0	3	2	38	11	54	1	4	0	2	0	6	1	57	32	39	2	8	0	0	2
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	1	0	0	3	1	0	0	0	0	3	0	0	0	1	0	2	1	1	5	0	1	0	0	3	0	0	1	0	0	0	1	0	1	1	0	8	0	0	0	0	3	2	0	0	2	0	0	0	0	0	5	0	3	0	0	0	0	0	2	0	1	0	1	1	1	0	0	0
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	1	2	0	0	1	0	0	0	0	2	1	0	2	1	0	1	0	0	2	0	0	0	0	1	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	3	3	0	3	0	0	0	1	0	1	0	2	1	1	0	1	0	0	1
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	5	0	1	10	1	0	0	3	0	11	2	0	7	2	2	0	3	0	17	0	0	0	5	13	0	1	14	1	0	7	2	3	1	8	1	9	2	4	0	0	1	5	4	3	3	0	4	0	0	2	14	7	17	1	1	0	0	0	4	3	13	10	7	0	9	0	0	1
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	9	2	0	0	0	0	5	9	0	7	5	0	1	2	0	8	0	0	2	6	12	1	0	8	1	0	0	8	1	2	6	0	7	0	2	0	0	4	3	2	4	3	0	5	0	0	3	5	3	31	4	1	0	2	1	0	6	15	5	5	2	0	0	0	1
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	5	0	0	2	0	1	0	0	1	6	0	0	1	0	1	0	0	16	5	3	2	0	1	0	0	0	0	1	2	1	0	6	0	5	0	0	65	0	0	1	0	0	0	0	1	0	10	0	2	0	0	0	0	0	0	0	3	3	3	0	2	0	0	0
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	4	0	0	1	0	5	0	0	2	1	0	0	4	0	6	0	1	0	2	5	0	0	3	1	0	2	3	1	2	1	0	4	0	1	0	0	0	6	5	4	2	0	1	0	0	1	6	1	11	0	0	0	1	1	0	0	7	3	3	0	3	1	0	2
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	3	0	5	1	0	12	9	0	3	10	0	11	0	0	4	6	6	3	0	10	3	0	0	1	4	0	8	0	25	1	10	0	0	17	6	3	8	10	0	6	0	1	0	16	2	17	1	1	0	2	0	5	2	18	13	8	0	8	0	0	2
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	3	0	0	3	1	0	0	0	1	6	0	0	0	3	3	0	0	4	0	0	0	0	1	3	3	0	6	0	0	0	0	0	0	1	0	1	0	1	0	2	0	6	3	11	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	11	3	0	3	9	0	16	0	0	1	4	12	3	0	8	1	0	2	2	3	0	6	1	13	2	4	1	0	3	10	1	13	6	0	1	1	0	1	7	4	22	1	2	1	1	0	2	5	29	10	14	0	1	2	0	1
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	2	0	0	3	0	7	0	0	0	1	1	0	0	1	0	0	3	3	0	1	3	0	9	0	1	0	0	2	1	2	1	0	0	4	0	0	3	1	0	14	0	0	0	1	1	1	2	5	1	2	0	0	0	0	1
37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	4	0	3	9	1	18	0	0	0	5	14	0	2	6	2	0	5	8	5	2	7	0	11	1	1	1	1	4	13	6	15	2	0	6	2	0	3	8	5	39	0	3	0	2	1	1	5	26	10	15	1	2	1	0	6
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	3	5	2	7	0	0	4	4	3	1	0	2	1	0	0	3	0	1	6	0	9	0	3	0	1	7	1	2	0	3	0	1	2	0	0	8	3	16	1	0	1	0	1	5	1	13	2	1	1	6	0	0	0
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	0	2	0	0	0	2	2	0	1	1	1	0	0	0	0	0	1	0	6	1	1	0	0	4	0	1	1	4	0	1	1	2	0	7	3	8	0	0	0	0	0	1	0	8	2	6	0	0	0	0	0
43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1	14	0	0	2	6	5	1	0	5	5	0	4	2	1	2	7	0	15	0	2	1	0	8	2	3	8	5	0	2	0	2	2	16	7	14	0	4	0	3	0	1	0	24	14	16	0	4	0	0	0
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	6	0	0	0	3	3	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	2	0	1	2	1	0	1	0	0	0	8	0	1	0	0	0	0	0	0	0	3	1	0	0	1	1	0	0
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	1	1	0	14	15	0	0	30	9	0	6	10	2	5	19	1	14	1	10	0	0	11	6	4	11	11	0	8	0	1	4	44	10	26	1	2	0	6	1	3	6	20	12	16	1	8	3	0	3
46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	3	0	4	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	37	0	0	1	1	0	1	0	0	0	5	0	2	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	10	1	0	12	2	0	2	4	3	5	7	0	18	1	3	0	0	17	5	2	4	4	0	2	0	0	1	17	5	12	1	1	0	4	1	0	3	12	2	9	0	6	0	0	2
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	1	1	7	4	0	4	10	2	4	12	0	13	1	2	0	0	10	11	5	5	8	0	8	1	0	4	18	2	33	1	4	0	0	0	8	2	35	5	10	0	7	1	0	3
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	11	1	0	1	2	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0
52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	2	0	1	3	1	3	7	0	25	1	4	0	1	4	7	8	4	3	0	4	0	2	5	14	4	18	0	4	1	1	1	5	4	13	8	11	1	11	0	0	1
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	10	0	0	0	6	0	12	0	2	0	0	2	3	0	2	2	0	1	0	0	0	5	1	8	1	3	0	2	0	1	2	15	1	6	0	2	0	0	2
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	2	2	0	4	0	2	1	1	0	0	3	3	0	2	5	0	1	0	0	1	5	3	24	2	2	0	0	0	0	3	4	4	2	0	0	1	0	0
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	1	3	3	0	3	0	1	0	0	1	5	4	6	2	0	0	0	0	1	7	3	17	0	0	0	0	0	1	5	13	4	3	0	0	1	0	0
60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	12	4	0	27	0	6	0	0	7	8	0	2	1	0	1	0	1	1	12	0	11	0	1	18	0	0	1	2	12	4	8	0	1	0	0	0
61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	7	1	17	0	4	0	0	3	1	2	3	1	0	1	0	0	0	2	0	5	1	1	12	0	1	0	4	4	2	1	0	0	0	0	0
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	14	1	6	0	0	4	5	5	6	4	0	4	1	2	0	12	7	41	1	1	0	2	0	1	10	32	7	13	0	1	1	0	0
63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0
64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	3	8	0	0	23	10	7	8	7	0	6	0	0	8	16	2	43	2	6	10	2	2	7	8	36	10	23	2	17	1	0	5
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0	1	0	2	0	1	0	2	0	0	1	1	0	3	2	0	0	0	0	0	0	3	0	3	1	0	0	0	0
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	18	3	1	3	2	0	4	0	1	1	4	1	14	2	0	2	0	0	2	1	11	7	7	1	3	0	0	1
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1268	0	2	11	4	0	3	0	0	2	37	9	11	3	0	1	2	0	2	2	17	20	26	1	4	0	0	0
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	4	8	2	0	3	0	0	0	9	2	21	2	0	0	4	0	0	2	12	4	8	1	4	0	0	0
71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	2	2	0	2	0	0	2	13	3	9	0	1	0	1	0	1	1	9	4	5	0	2	0	0	0
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	2	0	0	3	7	5	12	0	0	0	2	1	3	2	16	6	9	0	3	0	0	0
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	2	0	0	0	6	2	27	2	2	0	1	1	0	7	16	7	10	0	4	1	0	1
74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	1	1	12	6	9	0	0	0	2	0	2	3	11	5	2	0	3	0	0	0
76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1	0	1	0	0	0	0	2	3	1	2	1	1	0	1	0	0	0
79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	3	2	3	1	0	0	1	0	1	0	0	3	6	0	0	0	0	0
80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	13	37	2	2	0	4	2	4	8	35	12	24	3	9	4	2	2
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	10	1	1	0	1	0	2	2	12	2	5	0	7	0	0	1
82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	13	5	0	3	1	6	13	101	21	43	3	10	3	0	3
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	15	2	2	0	0	0	0	0
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	6	0	3	0	0	0	0	0
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	3	2	0	0	1	0	0
87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	2	7	2	6	2	6	0	0	0
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	10	0	1	0	0	0	0	0
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	25	37	1	7	0	0	1
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	25	1	4	1	0	0
