#	0	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	20	21	22	23	24	25	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	43	44	45	47	48	53	54	55	56	57	58	59	60	61	62	64	65	66	67	68	70	71	74	75	77	79
11	0	0	0	0	0	0	0	0	0	0	143	0	1	0	1	0	2	0	2	0	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	4	2	0	5	2	1	0	0	0	0	0	0	1	1	0	8	0	44
12	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	1	0	2	1	0	0	0	3	0	0	0	0	0	0	2	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0	215	1	4	0	9	7	5	5	24	0	2	4	0	5	8	6	5	2	67	13	4	6	1	40	6	12	1	0	8	3	10	2	0	4	0	1	2	4	37	54	18	1	2	7	17	0	1	20	2	2	0	7	10
14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	4	1	3	7	0	0	1	0	5	0	5	2	0	11	4	1	1	0	6	1	2	2	0	1	0	2	0	0	0	1	0	4	1	7	14	2	0	0	3	4	0	1	3	0	1	0	5	5
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	8	4	2	10	4	0	1	0	2	1	14	1	1	20	2	1	0	0	14	4	8	0	0	1	0	2	0	3	0	0	3	12	4	13	17	5	3	1	1	6	0	12	7	0	0	9	2	31
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	1	5	14	0	0	0	1	3	2	3	2	2	40	7	1	2	1	14	2	7	1	0	3	0	6	1	0	1	2	0	4	3	15	32	7	1	2	4	2	0	1	9	1	1	0	6	3
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	6	12	0	2	0	0	5	5	3	3	1	41	9	0	2	1	24	4	3	1	0	5	0	5	0	1	1	0	0	2	0	13	25	6	1	0	1	5	3	1	10	1	0	1	4	7
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	5	0	0	2	2	7	2	2	3	2	16	8	0	1	2	17	0	2	0	0	5	0	1	1	0	1	1	1	5	3	8	16	4	2	0	2	4	0	0	8	0	1	0	3	4
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	1	3	0	12	4	14	12	8	110	13	4	5	1	56	5	32	2	1	10	2	7	2	0	3	3	0	6	3	43	85	22	5	1	3	26	2	4	30	1	3	3	14	6
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	5
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	2	1	0	0	0	0	0	3	0	0	0	0	1
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	1	1	0	4	3	1	19	3	2	1	2	9	1	2	0	0	0	0	3	1	0	1	0	0	0	0	11	8	0	0	0	1	5	0	1	4	1	0	1	2	0
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	1	1	1	3	2	1	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	1	0	1	0
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	2	2	5	2	26	5	0	1	1	21	4	4	1	1	2	7	4	1	0	1	3	1	5	1	14	20	1	2	1	1	6	1	0	4	0	0	1	2	8
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	1	1	1	21	3	0	1	0	9	0	4	1	0	2	0	0	0	0	0	0	0	1	0	8	7	1	0	1	0	4	0	0	3	0	1	0	2	3
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	4	2	32	5	1	0	0	11	1	5	0	0	1	0	1	2	0	1	0	3	11	1	13	16	2	3	0	1	12	0	27	6	2	0	12	6	34
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	2	27	0	2	0	0	6	0	4	0	1	1	0	3	0	0	1	1	0	3	0	8	18	3	1	1	1	5	0	1	4	0	0	0	7	3
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	20	5	2	1	0	14	3	2	0	0	7	0	7	0	0	2	0	0	1	2	4	8	4	1	1	2	4	0	3	8	0	3	0	2	4
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	51	8	15	3	155	18	44	3	0	28	6	39	0	0	14	7	0	30	7	163	225	34	13	11	4	63	3	13	57	1	11	5	38	37
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	3	0	28	6	7	1	0	6	1	2	0	1	0	6	2	10	1	13	25	14	5	0	2	16	2	1	9	1	4	0	6	4
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1	0	1	0	3	0	0	1	0	4	0	0	0	1	0	0	1	6	10	1	1	5	1	0	0	0	2	0	0	0	0	1
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	9	2	2	1	0	3	0	4	0	0	0	1	0	2	0	4	6	2	2	1	3	4	0	0	3	0	1	0	3	2
37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	1	0	0	0	0
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	23	26	3	0	11	5	16	1	0	6	3	1	22	2	61	113	30	8	5	8	23	8	8	42	1	4	1	14	29
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	3	0	1	1	0	3	2	0	0	3	0	4	2	9	14	6	1	0	1	3	0	0	8	0	1	0	2	3
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	1	0	4	2	8	0	0	2	2	0	6	5	14	30	15	5	1	2	8	0	0	20	0	0	2	3	9
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	3	2	1	0	0	1	0	0	1	1	0	1	1	1	0
43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	1	4	0	0	0	1	0	3	1	7	11	5	1	1	0	2	0	2	4	0	3	1	4	2
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0	0	1	1	0	0	1	3	3	1	0	0	1	1	0	0	1	0	0	0	1	0
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	1	0	0	0	0	0	2	5	22	9	3	1	5	4	1	0	10	0	2	0	0	2
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	4	0
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	1	0	0	0
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	2	0	6	11	2	1	0	1	2	0	0	4	0	0	0	1	0
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	3	0	3	5	4	0	0	0	3	0	0	7	1	0	0	2	0
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	4	0	1	1	0	0	0	0	1	0	4	0	0	0	23	0	25
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	11	16	3	0	1	1	3	0	10	11	0	3	10	2	18
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	5	5	3	0	0	3	0	0	0	4	0	0	0	1	2
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	91	13	4	4	8	36	4	2	26	2	4	3	15	15
60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	31	9	8	8	55	3	7	36	0	6	4	36	27
61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	2	5	5	11	1	0	19	1	3	0	7	8
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	2	1	0	4	1	0	0	3	1
64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	3	0	0	3	0	0	0	0	2
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	1	1	2	0	0	0	2	5
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2	3	18	0	0	0	11	8
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	3	0	0	6	0	33
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	4	2	10	7
71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0
74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	1	1
75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	49
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	6
79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872
